author,human,world,neg,neu,pos,x_axis,y_axis
Aristotle,0.5166391235157302,0.4833608764842693,0.05007207124495039,0.8617063900110152,0.08821942710246049,0.01663912351573016,0.0381473558575101
Beauvoir,0.8680719740558636,0.13192802594413655,0.07979152282316838,0.8013632527809753,0.11884733410049858,0.36807197405586356,0.039055811277330196
Berkeley,0.48719512195121956,0.5128048780487804,0.053487804878048786,0.8514609756097558,0.09506585365853659,-0.012804878048780444,0.041578048780487806
Davis,0.9500841750841753,0.04991582491582491,0.10760101010101024,0.8147752525252523,0.0776344696969697,0.4500841750841753,-0.029966540404040537
Deleuze,0.37741457651763,0.6225854234823702,0.05573893129770989,0.8824015267175573,0.06185877862595417,-0.12258542348237,0.006119847328244277
Derrida,0.45590717299578054,0.5440928270042195,0.052217721518987334,0.8780481012658227,0.06975443037974688,-0.04409282700421946,0.017536708860759545
Descartes,0.3952114427860696,0.6047885572139303,0.044880597014925375,0.8429850746268658,0.11214552238805975,-0.10478855721393038,0.06726492537313437
Epictetus,0.6639344262295082,0.3360655737704918,0.08304918032786887,0.7988032786885243,0.1181639344262295,0.16393442622950816,0.03511475409836062
Fichte,0.5943256344453949,0.40567436555460495,0.04257057313943544,0.8714525235243791,0.0859743370402053,0.09432563444539488,0.04340376390076985
Foucault,0.5231914351643737,0.476808564835626,0.07923190685966022,0.8442105097545637,0.07655695405915669,0.02319143516437372,-0.002674952800503533
Hegel,0.17659375584221354,0.8234062441577862,0.036158440830061686,0.8842563095905788,0.07958749298934382,-0.32340624415778646,0.04342905215928214
Heidegger,0.23520175851782069,0.7647982414821797,0.031431464908148805,0.9152185586434279,0.053341497880357976,-0.26479824148217934,0.02191003297220917
Hume,0.6475692716110831,0.3524307283889164,0.0640338476854156,0.8061443504230958,0.12983225485316058,0.14756927161108313,0.06579840716774497
Husserl,0.24312304257956444,0.7568769574204353,0.02195593419506463,0.9096092831962408,0.06844124559341946,-0.2568769574204356,0.04648531139835484
Kant,0.25962502409870825,0.740374975901292,0.030698380566801648,0.8836002024291498,0.08569568151147106,-0.24037497590129175,0.05499730094466941
Keynes,0.5301204819277109,0.46987951807228917,0.05385943775100399,0.8463413654618477,0.09976305220883536,0.030120481927710885,0.045903614457831365
Kripke,0.7129473729655054,0.28705262703449463,0.035844061650045306,0.9076754306437,0.056477787851314576,0.21294737296550537,0.02063372620126927
Leibniz,0.5569591771134683,0.44304082288653174,0.07088428158148516,0.781701060752168,0.14741658630665366,0.05695917711346832,0.0765323047251685
Lenin,0.4500630119722747,0.5499369880277252,0.06042722117202267,0.8628298676748578,0.07672400756143656,-0.04993698802772528,0.01629678638941389
Lewis,0.24692874692874692,0.7530712530712531,0.034208845208845186,0.894266994266994,0.07152989352989347,-0.2530712530712531,0.03732104832104829
Locke,0.7359360241435716,0.2640639758564287,0.055890058055152535,0.8536523947750383,0.09045609579100151,0.23593602414357162,0.03456603773584898
Malebranche,0.6650623562174596,0.3349376437825402,0.06637268434435162,0.8093577915001815,0.12426988739556835,0.16506235621745957,0.057897203051216733
Marcus Aurelius,0.49769784172661874,0.5023021582733812,0.0606071942446043,0.8400834532374096,0.09930071942446046,-0.0023021582733812607,0.038693525179856164
Marx,0.6556162117452441,0.3443837882547561,0.04450421836228281,0.8818843672456564,0.07361191066997513,0.1556162117452441,0.02910769230769232
Merleau-Ponty,0.321515338686432,0.6784846613135681,0.03434959851760345,0.909534280420012,0.05611735639283513,-0.178484661313568,0.021767757875231684
Moore,0.7633181126331812,0.2366818873668189,0.03640639269406392,0.8680684931506852,0.09552739726027401,0.26331811263318117,0.05912100456621009
Nietzsche,0.7046278162988057,0.2953721837011945,0.08329344201556131,0.7915012967765837,0.12520192663949606,0.20462781629880566,0.04190848462393475
Plato,0.8043024312656216,0.19569756873437852,0.06823571915473768,0.8092932515337408,0.12247416496250879,0.3043024312656216,0.05423844580777111
Popper,0.11925287356321837,0.8807471264367817,0.032844827586206896,0.9071482758620689,0.05999655172413791,-0.38074712643678166,0.027151724137931016
Quine,0.49547325102880657,0.5045267489711934,0.025822222222222222,0.9117876543209871,0.06238765432098767,-0.004526748971193428,0.03656543209876545
Ricardo,0.21983506944444445,0.7801649305555555,0.04386458333333332,0.865184895833334,0.09094921875000002,-0.2801649305555556,0.0470846354166667
Russell,0.5108741112505227,0.48912588874947727,0.044253450439146816,0.8934391468005016,0.06230614805520702,0.010874111250522733,0.018052697616060202
Smith,0.41999674054758784,0.5800032594524122,0.04542340286831808,0.8425433507170798,0.11203552803129072,-0.08000325945241216,0.06661212516297263
Spinoza,0.6166171056357975,0.38338289436420275,0.05701699235344093,0.8302446898895485,0.11273067119796089,0.11661710563579752,0.05571367884451996
Wittgenstein,0.6954393505253105,0.3045606494746896,0.03413753581661892,0.9081991404011455,0.0576676217765043,0.19543935052531047,0.02353008595988538
Wollstonecraft,0.8433253715498937,0.15667462845010624,0.07539729299363067,0.7738805732484073,0.15073885350318478,0.34332537154989373,0.07534156050955411
